poi_id,poi_name,poi_category,poi_subcategory,city,district,latitude,longitude,poi_weight,visitor_potential,h3_index,data_source
POI_SMG_100,Terminal Semarang 100,Transportation,Terminal,Semarang,Gunungpati,-7.090239,110.385618,0.8,Medium,H3_SMG_024,Dummy OSM/POI proxy
POI_SMG_101,Housing Complex Semarang 101,Residential,Housing Complex,Semarang,Gunungpati,-7.089841,110.408692,0.59,High,H3_SMG_003,Dummy OSM/POI proxy
POI_SMG_102,Training Center Semarang 102,Education,Training Center,Semarang,Gunungpati,-7.095173,110.400688,0.91,Medium,H3_SMG_027,Dummy OSM/POI proxy
POI_SMG_103,Workshop Semarang 103,Fuel & Mobility,Workshop,Semarang,Gunungpati,-7.08055,110.395255,0.67,Low,H3_SMG_023,Dummy OSM/POI proxy
POI_SMG_104,Shop House Semarang 104,Commercial,Shop House,Semarang,Gunungpati,-7.098789,110.374654,0.42,Low,H3_SMG_012,Dummy OSM/POI proxy
POI_SMG_105,Hospital Semarang 105,Health,Hospital,Semarang,Genuk,-6.978201,110.491387,0.66,High,H3_SMG_025,Dummy OSM/POI proxy
POI_SMG_106,Clinic Semarang 106,Health,Clinic,Semarang,Genuk,-6.954035,110.455221,0.85,Low,H3_SMG_005,Dummy OSM/POI proxy
POI_SMG_107,Workshop Semarang 107,Fuel & Mobility,Workshop,Semarang,Genuk,-6.978359,110.488053,0.82,Medium,H3_SMG_025,Dummy OSM/POI proxy
POI_SMG_108,Government Office Semarang 108,Public Service,Government Office,Semarang,Genuk,-6.947119,110.484279,0.8,High,H3_SMG_013,Dummy OSM/POI proxy
POI_SMG_109,University Semarang 109,Education,University,Semarang,Banyumanik,-7.0592,110.420515,0.85,High,H3_SMG_028,Dummy OSM/POI proxy
POI_SMG_110,University Semarang 110,Education,University,Semarang,Tembalang,-7.069758,110.438368,0.48,Medium,H3_SMG_010,Dummy OSM/POI proxy
POI_YGY_001,Office Center Yogyakarta 1,Commercial,Office Center,Yogyakarta,Kasihan Bantul,-7.824042,110.347856,0.45,Low,H3_YGY_009,Dummy OSM/POI proxy
POI_YGY_002,Apartment Yogyakarta 2,Residential,Apartment,Yogyakarta,Gondokusuman,-7.784969,110.369334,0.56,Low,H3_YGY_001,Dummy OSM/POI proxy
POI_YGY_003,Workshop Yogyakarta 3,Fuel & Mobility,Workshop,Yogyakarta,Gondokusuman,-7.799712,110.393514,0.75,Medium,H3_YGY_023,Dummy OSM/POI proxy
POI_YGY_004,Mall Yogyakarta 4,Commercial,Mall,Yogyakarta,Mlati Sleman,-7.730434,110.383514,0.38,Medium,H3_YGY_018,Dummy OSM/POI proxy
POI_YGY_005,University Yogyakarta 5,Education,University,Yogyakarta,Mantrijeron,-7.824312,110.363177,0.74,High,H3_YGY_002,Dummy OSM/POI proxy
POI_YGY_006,Shop House Yogyakarta 6,Commercial,Shop House,Yogyakarta,Gondokusuman,-7.804018,110.401433,0.81,High,H3_YGY_023,Dummy OSM/POI proxy
POI_YGY_007,Office Center Yogyakarta 7,Commercial,Office Center,Yogyakarta,Kasihan Bantul,-7.844675,110.357139,0.87,High,H3_YGY_026,Dummy OSM/POI proxy
POI_YGY_008,University Yogyakarta 8,Education,University,Yogyakarta,Mantrijeron,-7.82069,110.343138,0.65,Low,H3_YGY_015,Dummy OSM/POI proxy
POI_YGY_009,Training Center Yogyakarta 9,Education,Training Center,Yogyakarta,Kotagede,-7.822132,110.413797,0.47,High,H3_YGY_008,Dummy OSM/POI proxy
POI_YGY_010,Parking Area Yogyakarta 10,Fuel & Mobility,Parking Area,Yogyakarta,Kotagede,-7.850417,110.422768,0.66,Medium,H3_YGY_011,Dummy OSM/POI proxy
POI_YGY_011,Mall Yogyakarta 11,Commercial,Mall,Yogyakarta,Kasihan Bantul,-7.822202,110.353306,0.72,High,H3_YGY_016,Dummy OSM/POI proxy
POI_YGY_012,Market Yogyakarta 12,Commercial,Market,Yogyakarta,Mantrijeron,-7.801897,110.372502,0.87,High,H3_YGY_004,Dummy OSM/POI proxy
POI_YGY_013,Office Center Yogyakarta 13,Commercial,Office Center,Yogyakarta,Mantrijeron,-7.816589,110.356266,0.45,Medium,H3_YGY_015,Dummy OSM/POI proxy
POI_YGY_014,School Yogyakarta 14,Education,School,Yogyakarta,Mantrijeron,-7.79398,110.348239,0.86,Medium,H3_YGY_013,Dummy OSM/POI proxy
POI_YGY_015,Workshop Yogyakarta 15,Fuel & Mobility,Workshop,Yogyakarta,Mantrijeron,-7.828339,110.353327,0.79,High,H3_YGY_019,Dummy OSM/POI proxy
POI_YGY_016,Public Service Office Yogyakarta 16,Public Service,Public Service Office,Yogyakarta,Umbulharjo,-7.79949,110.40657,0.56,Low,H3_YGY_030,Dummy OSM/POI proxy
POI_YGY_017,Shop House Yogyakarta 17,Commercial,Shop House,Yogyakarta,Mlati Sleman,-7.738761,110.367871,0.42,High,H3_YGY_027,Dummy OSM/POI proxy
POI_YGY_018,Parking Area Yogyakarta 18,Fuel & Mobility,Parking Area,Yogyakarta,Gondokusuman,-7.77605,110.376315,0.41,Low,H3_YGY_025,Dummy OSM/POI proxy
POI_YGY_019,Market Yogyakarta 19,Commercial,Market,Yogyakarta,Kotagede,-7.833293,110.406411,0.64,Medium,H3_YGY_029,Dummy OSM/POI proxy
POI_YGY_020,Bus Stop Yogyakarta 20,Transportation,Bus Stop,Yogyakarta,Mantrijeron,-7.794077,110.364177,0.56,High,H3_YGY_013,Dummy OSM/POI proxy
POI_YGY_021,Housing Complex Yogyakarta 21,Residential,Housing Complex,Yogyakarta,Kasihan Bantul,-7.829974,110.351327,0.82,Medium,H3_YGY_026,Dummy OSM/POI proxy
POI_YGY_022,Office Center Yogyakarta 22,Commercial,Office Center,Yogyakarta,Mantrijeron,-7.81341,110.346793,0.39,High,H3_YGY_003,Dummy OSM/POI proxy
POI_YGY_023,Training Center Yogyakarta 23,Education,Training Center,Yogyakarta,Mantrijeron,-7.825364,110.350778,0.91,Low,H3_YGY_002,Dummy OSM/POI proxy
POI_YGY_024,Office Center Yogyakarta 24,Commercial,Office Center,Yogyakarta,Kotagede,-7.828527,110.401401,0.61,Medium,H3_YGY_008,Dummy OSM/POI proxy
POI_YGY_025,Hospital Yogyakarta 25,Health,Hospital,Yogyakarta,Mlati Sleman,-7.747015,110.381774,0.6,Medium,H3_YGY_018,Dummy OSM/POI proxy
POI_YGY_026,Shop House Yogyakarta 26,Commercial,Shop House,Yogyakarta,Mlati Sleman,-7.732019,110.368352,0.44,Low,H3_YGY_027,Dummy OSM/POI proxy
POI_YGY_027,Training Center Yogyakarta 27,Education,Training Center,Yogyakarta,Mantrijeron,-7.783795,110.35438,0.98,Low,H3_YGY_021,Dummy OSM/POI proxy
POI_YGY_028,University Yogyakarta 28,Education,University,Yogyakarta,Mantrijeron,-7.812063,110.346613,0.8,Medium,H3_YGY_003,Dummy OSM/POI proxy
POI_YGY_029,Training Center Yogyakarta 29,Education,Training Center,Yogyakarta,Umbulharjo,-7.817425,110.395092,0.6,Low,H3_YGY_020,Dummy OSM/POI proxy
POI_YGY_030,Market Yogyakarta 30,Commercial,Market,Yogyakarta,Kasihan Bantul,-7.853818,110.327603,0.5,High,H3_YGY_006,Dummy OSM/POI proxy
POI_YGY_031,Shop House Yogyakarta 31,Commercial,Shop House,Yogyakarta,Kasihan Bantul,-7.820135,110.352416,0.66,Medium,H3_YGY_009,Dummy OSM/POI proxy
POI_YGY_032,Market Yogyakarta 32,Commercial,Market,Yogyakarta,Mantrijeron,-7.79181,110.372359,0.99,Medium,H3_YGY_004,Dummy OSM/POI proxy
POI_YGY_033,Market Yogyakarta 33,Commercial,Market,Yogyakarta,Mantrijeron,-7.816657,110.360258,0.78,High,H3_YGY_015,Dummy OSM/POI proxy
POI_YGY_034,Terminal Yogyakarta 34,Transportation,Terminal,Yogyakarta,Mantrijeron,-7.818622,110.351432,0.38,Medium,H3_YGY_003,Dummy OSM/POI proxy
POI_YGY_035,Parking Area Yogyakarta 35,Fuel & Mobility,Parking Area,Yogyakarta,Mlati Sleman,-7.755697,110.384882,0.72,Medium,H3_YGY_018,Dummy OSM/POI proxy
POI_YGY_036,Shop House Yogyakarta 36,Commercial,Shop House,Yogyakarta,Umbulharjo,-7.808088,110.380047,0.95,High,H3_YGY_014,Dummy OSM/POI proxy
POI_YGY_037,Public Service Office Yogyakarta 37,Public Service,Public Service Office,Yogyakarta,Mlati Sleman,-7.711765,110.364906,0.46,Low,H3_YGY_010,Dummy OSM/POI proxy
POI_YGY_038,Apartment Yogyakarta 38,Residential,Apartment,Yogyakarta,Kotagede,-7.833443,110.382239,0.68,Medium,H3_YGY_022,Dummy OSM/POI proxy
POI_YGY_039,University Yogyakarta 39,Education,University,Yogyakarta,Kasihan Bantul,-7.822495,110.356634,0.83,High,H3_YGY_009,Dummy OSM/POI proxy
POI_YGY_040,Apartment Yogyakarta 40,Residential,Apartment,Yogyakarta,Kasihan Bantul,-7.846677,110.328219,0.46,High,H3_YGY_006,Dummy OSM/POI proxy
POI_YGY_041,Market Yogyakarta 41,Commercial,Market,Yogyakarta,Kotagede,-7.823232,110.410205,0.44,Low,H3_YGY_008,Dummy OSM/POI proxy
POI_YGY_042,Office Center Yogyakarta 42,Commercial,Office Center,Yogyakarta,Mlati Sleman,-7.740388,110.364108,0.64,High,H3_YGY_027,Dummy OSM/POI proxy
POI_YGY_043,Pharmacy Yogyakarta 43,Health,Pharmacy,Yogyakarta,Kasihan Bantul,-7.842468,110.331389,0.52,Low,H3_YGY_006,Dummy OSM/POI proxy
POI_YGY_044,University Yogyakarta 44,Education,University,Yogyakarta,Mantrijeron,-7.834547,110.356904,0.97,High,H3_YGY_002,Dummy OSM/POI proxy
POI_YGY_045,Office Center Yogyakarta 45,Commercial,Office Center,Yogyakarta,Kotagede,-7.825162,110.408636,0.92,Low,H3_YGY_008,Dummy OSM/POI proxy
POI_YGY_046,Housing Complex Yogyakarta 46,Residential,Housing Complex,Yogyakarta,Mlati Sleman,-7.721912,110.365878,0.69,Low,H3_YGY_010,Dummy OSM/POI proxy
POI_YGY_047,Housing Complex Yogyakarta 47,Residential,Housing Complex,Yogyakarta,Mantrijeron,-7.791772,110.363049,0.95,Medium,H3_YGY_004,Dummy OSM/POI proxy
POI_YGY_048,Hospital Yogyakarta 48,Health,Hospital,Yogyakarta,Kotagede,-7.84926,110.430282,0.65,High,H3_YGY_011,Dummy OSM/POI proxy
POI_YGY_049,Pharmacy Yogyakarta 49,Health,Pharmacy,Yogyakarta,Depok Sleman,-7.756618,110.423288,0.57,High,H3_YGY_024,Dummy OSM/POI proxy
POI_YGY_050,Market Yogyakarta 50,Commercial,Market,Yogyakarta,Kasihan Bantul,-7.848843,110.32305,0.36,Low,H3_YGY_006,Dummy OSM/POI proxy
POI_YGY_051,University Yogyakarta 51,Education,University,Yogyakarta,Depok Sleman,-7.762442,110.421262,0.51,Low,H3_YGY_017,Dummy OSM/POI proxy
POI_YGY_052,Station Yogyakarta 52,Transportation,Station,Yogyakarta,Gondokusuman,-7.778345,110.360662,0.89,High,H3_YGY_001,Dummy OSM/POI proxy
POI_YGY_053,School Yogyakarta 53,Education,School,Yogyakarta,Mantrijeron,-7.783383,110.364419,0.59,High,H3_YGY_021,Dummy OSM/POI proxy
POI_YGY_054,Gas Station Yogyakarta 54,Fuel & Mobility,Gas Station,Yogyakarta,Mantrijeron,-7.819719,110.351175,0.51,Medium,H3_YGY_019,Dummy OSM/POI proxy
POI_YGY_055,Housing Complex Yogyakarta 55,Residential,Housing Complex,Yogyakarta,Kotagede,-7.828604,110.377562,0.63,High,H3_YGY_022,Dummy OSM/POI proxy
POI_YGY_056,Parking Area Yogyakarta 56,Fuel & Mobility,Parking Area,Yogyakarta,Gondokusuman,-7.766004,110.378001,0.86,Medium,H3_YGY_025,Dummy OSM/POI proxy
POI_YGY_057,Market Yogyakarta 57,Commercial,Market,Yogyakarta,Mantrijeron,-7.797684,110.366593,0.47,Low,H3_YGY_013,Dummy OSM/POI proxy
POI_YGY_058,Apartment Yogyakarta 58,Residential,Apartment,Yogyakarta,Kasihan Bantul,-7.823978,110.345461,0.67,Low,H3_YGY_016,Dummy OSM/POI proxy
POI_YGY_059,Gas Station Yogyakarta 59,Fuel & Mobility,Gas Station,Yogyakarta,Mlati Sleman,-7.745333,110.379298,0.64,Medium,H3_YGY_018,Dummy OSM/POI proxy
POI_YGY_060,School Yogyakarta 60,Education,School,Yogyakarta,Mantrijeron,-7.802018,110.362808,0.64,Medium,H3_YGY_004,Dummy OSM/POI proxy
POI_YGY_061,Station Yogyakarta 61,Transportation,Station,Yogyakarta,Kotagede,-7.80855,110.40242,0.52,High,H3_YGY_005,Dummy OSM/POI proxy
POI_YGY_062,Apartment Yogyakarta 62,Residential,Apartment,Yogyakarta,Kotagede,-7.863155,110.420965,0.67,Medium,H3_YGY_011,Dummy OSM/POI proxy
POI_YGY_063,Gas Station Yogyakarta 63,Fuel & Mobility,Gas Station,Yogyakarta,Mantrijeron,-7.797589,110.355502,0.97,Medium,H3_YGY_013,Dummy OSM/POI proxy
POI_YGY_064,Shop House Yogyakarta 64,Commercial,Shop House,Yogyakarta,Mantrijeron,-7.800462,110.369195,0.39,High,H3_YGY_004,Dummy OSM/POI proxy
POI_YGY_065,Shop House Yogyakarta 65,Commercial,Shop House,Yogyakarta,Mantrijeron,-7.814344,110.359615,0.85,High,H3_YGY_003,Dummy OSM/POI proxy
POI_YGY_066,School Yogyakarta 66,Education,School,Yogyakarta,Gondokusuman,-7.775329,110.379671,0.54,Medium,H3_YGY_007,Dummy OSM/POI proxy
POI_YGY_067,Training Center Yogyakarta 67,Education,Training Center,Yogyakarta,Kotagede,-7.835287,110.41718,0.76,High,H3_YGY_029,Dummy OSM/POI proxy
POI_YGY_068,School Yogyakarta 68,Education,School,Yogyakarta,Gondokusuman,-7.764103,110.384652,0.51,Medium,H3_YGY_007,Dummy OSM/POI proxy
POI_YGY_069,Workshop Yogyakarta 69,Fuel & Mobility,Workshop,Yogyakarta,Mantrijeron,-7.822799,110.363323,0.89,Medium,H3_YGY_003,Dummy OSM/POI proxy
POI_YGY_070,School Yogyakarta 70,Education,School,Yogyakarta,Gondokusuman,-7.791492,110.372136,0.61,Low,H3_YGY_001,Dummy OSM/POI proxy
POI_YGY_071,Terminal Yogyakarta 71,Transportation,Terminal,Yogyakarta,Kasihan Bantul,-7.850988,110.36057,0.92,Low,H3_YGY_026,Dummy OSM/POI proxy
POI_YGY_072,Market Yogyakarta 72,Commercial,Market,Yogyakarta,Depok Sleman,-7.750038,110.426139,0.77,Medium,H3_YGY_024,Dummy OSM/POI proxy
POI_YGY_073,Apartment Yogyakarta 73,Residential,Apartment,Yogyakarta,Umbulharjo,-7.805174,110.409924,0.36,High,H3_YGY_030,Dummy OSM/POI proxy
POI_YGY_074,Apartment Yogyakarta 74,Residential,Apartment,Yogyakarta,Mantrijeron,-7.831332,110.356887,0.73,Low,H3_YGY_002,Dummy OSM/POI proxy
POI_YGY_075,Mall Yogyakarta 75,Commercial,Mall,Yogyakarta,Mantrijeron,-7.794186,110.366343,0.57,High,H3_YGY_004,Dummy OSM/POI proxy
POI_YGY_076,Market Yogyakarta 76,Commercial,Market,Yogyakarta,Kotagede,-7.825103,110.378627,0.44,Low,H3_YGY_022,Dummy OSM/POI proxy
POI_YGY_077,School Yogyakarta 77,Education,School,Yogyakarta,Gondokusuman,-7.768798,110.378614,0.44,Medium,H3_YGY_025,Dummy OSM/POI proxy
POI_YGY_078,Terminal Yogyakarta 78,Transportation,Terminal,Yogyakarta,Kasihan Bantul,-7.84128,110.33693,0.73,Low,H3_YGY_006,Dummy OSM/POI proxy
POI_YGY_079,Workshop Yogyakarta 79,Fuel & Mobility,Workshop,Yogyakarta,Mantrijeron,-7.805825,110.358029,0.36,Medium,H3_YGY_004,Dummy OSM/POI proxy
POI_YGY_080,School Yogyakarta 80,Education,School,Yogyakarta,Mantrijeron,-7.811764,110.352184,0.74,Medium,H3_YGY_003,Dummy OSM/POI proxy
POI_YGY_081,Bus Stop Yogyakarta 81,Transportation,Bus Stop,Yogyakarta,Umbulharjo,-7.809141,110.374673,0.77,High,H3_YGY_014,Dummy OSM/POI proxy
POI_YGY_082,Mall Yogyakarta 82,Commercial,Mall,Yogyakarta,Mantrijeron,-7.818188,110.35073,0.47,Medium,H3_YGY_015,Dummy OSM/POI proxy
POI_YGY_083,Housing Complex Yogyakarta 83,Residential,Housing Complex,Yogyakarta,Umbulharjo,-7.807882,110.390462,0.5,Low,H3_YGY_020,Dummy OSM/POI proxy
POI_YGY_084,Housing Complex Yogyakarta 84,Residential,Housing Complex,Yogyakarta,Depok Sleman,-7.745217,110.40011,0.68,Medium,H3_YGY_017,Dummy OSM/POI proxy
POI_YGY_085,Station Yogyakarta 85,Transportation,Station,Yogyakarta,Gondokusuman,-7.767891,110.379882,0.87,High,H3_YGY_025,Dummy OSM/POI proxy
POI_YGY_086,Housing Complex Yogyakarta 86,Residential,Housing Complex,Yogyakarta,Mlati Sleman,-7.751784,110.379807,0.95,Low,H3_YGY_028,Dummy OSM/POI proxy
POI_YGY_087,Mall Yogyakarta 87,Commercial,Mall,Yogyakarta,Mantrijeron,-7.795346,110.362357,0.87,Medium,H3_YGY_021,Dummy OSM/POI proxy
POI_YGY_088,School Yogyakarta 88,Education,School,Yogyakarta,Mantrijeron,-7.824475,110.354192,0.86,Medium,H3_YGY_002,Dummy OSM/POI proxy
POI_YGY_089,School Yogyakarta 89,Education,School,Yogyakarta,Depok Sleman,-7.758136,110.405602,0.56,Low,H3_YGY_017,Dummy OSM/POI proxy
POI_YGY_090,Bus Stop Yogyakarta 90,Transportation,Bus Stop,Yogyakarta,Depok Sleman,-7.752903,110.428254,0.5,Low,H3_YGY_024,Dummy OSM/POI proxy
POI_YGY_091,Mall Yogyakarta 91,Commercial,Mall,Yogyakarta,Depok Sleman,-7.756271,110.428364,0.66,Medium,H3_YGY_024,Dummy OSM/POI proxy
POI_YGY_092,Apartment Yogyakarta 92,Residential,Apartment,Yogyakarta,Mantrijeron,-7.826063,110.363931,0.47,Medium,H3_YGY_002,Dummy OSM/POI proxy
POI_YGY_093,Mall Yogyakarta 93,Commercial,Mall,Yogyakarta,Kotagede,-7.82768,110.393993,0.48,Low,H3_YGY_005,Dummy OSM/POI proxy
POI_YGY_094,Station Yogyakarta 94,Transportation,Station,Yogyakarta,Mantrijeron,-7.828356,110.358747,0.65,Medium,H3_YGY_002,Dummy OSM/POI proxy
POI_YGY_095,Gas Station Yogyakarta 95,Fuel & Mobility,Gas Station,Yogyakarta,Kasihan Bantul,-7.837391,110.327726,0.86,High,H3_YGY_006,Dummy OSM/POI proxy
POI_YGY_096,Apartment Yogyakarta 96,Residential,Apartment,Yogyakarta,Umbulharjo,-7.797422,110.396111,0.67,Low,H3_YGY_020,Dummy OSM/POI proxy
POI_YGY_097,Office Center Yogyakarta 97,Commercial,Office Center,Yogyakarta,Mantrijeron,-7.828837,110.366348,0.83,Low,H3_YGY_019,Dummy OSM/POI proxy
POI_YGY_098,Mall Yogyakarta 98,Commercial,Mall,Yogyakarta,Kotagede,-7.815597,110.403054,0.45,High,H3_YGY_008,Dummy OSM/POI proxy
POI_YGY_099,School Yogyakarta 99,Education,School,Yogyakarta,Kotagede,-7.827131,110.416911,0.85,Low,H3_YGY_029,Dummy OSM/POI proxy
POI_YGY_100,Office Center Yogyakarta 100,Commercial,Office Center,Yogyakarta,Umbulharjo,-7.8043,110.369863,0.41,Medium,H3_YGY_014,Dummy OSM/POI proxy
POI_YGY_101,School Yogyakarta 101,Education,School,Yogyakarta,Kotagede,-7.823987,110.402359,0.49,Medium,H3_YGY_008,Dummy OSM/POI proxy
POI_YGY_102,Hospital Yogyakarta 102,Health,Hospital,Yogyakarta,Mlati Sleman,-7.70918,110.363241,0.46,Medium,H3_YGY_010,Dummy OSM/POI proxy
POI_YGY_103,Market Yogyakarta 103,Commercial,Market,Yogyakarta,Mlati Sleman,-7.741619,110.378763,0.44,High,H3_YGY_028,Dummy OSM/POI proxy
POI_YGY_104,Clinic Yogyakarta 104,Health,Clinic,Yogyakarta,Mantrijeron,-7.803659,110.34893,0.35,High,H3_YGY_013,Dummy OSM/POI proxy
POI_YGY_105,Shop House Yogyakarta 105,Commercial,Shop House,Yogyakarta,Mantrijeron,-7.825106,110.355419,0.84,High,H3_YGY_003,Dummy OSM/POI proxy
POI_YGY_106,Mall Yogyakarta 106,Commercial,Mall,Yogyakarta,Umbulharjo,-7.806973,110.387596,0.92,High,H3_YGY_020,Dummy OSM/POI proxy
POI_YGY_107,Training Center Yogyakarta 107,Education,Training Center,Yogyakarta,Umbulharjo,-7.806855,110.402726,0.6,Medium,H3_YGY_030,Dummy OSM/POI proxy
POI_YGY_108,University Yogyakarta 108,Education,University,Yogyakarta,Umbulharjo,-7.804078,110.396838,0.39,High,H3_YGY_020,Dummy OSM/POI proxy
POI_YGY_109,Clinic Yogyakarta 109,Health,Clinic,Yogyakarta,Gondokusuman,-7.76703,110.378937,0.66,High,H3_YGY_025,Dummy OSM/POI proxy
POI_YGY_110,Apartment Yogyakarta 110,Residential,Apartment,Yogyakarta,Mlati Sleman,-7.748042,110.369604,0.56,Medium,H3_YGY_028,Dummy OSM/POI proxy
POI_SBY_001,Bus Stop Surabaya 1,Transportation,Bus Stop,Surabaya,Rungkut,-7.309714,112.78153,0.64,High,H3_SBY_017,Dummy OSM/POI proxy
POI_SBY_002,Parking Area Surabaya 2,Fuel & Mobility,Parking Area,Surabaya,Rungkut,-7.317431,112.770835,0.7,Medium,H3_SBY_017,Dummy OSM/POI proxy
POI_SBY_003,Terminal Surabaya 3,Transportation,Terminal,Surabaya,Sukolilo,-7.271532,112.788099,0.96,Low,H3_SBY_015,Dummy OSM/POI proxy
POI_SBY_004,Housing Complex Surabaya 4,Residential,Housing Complex,Surabaya,Rungkut,-7.314555,112.766041,0.47,Low,H3_SBY_007,Dummy OSM/POI proxy
POI_SBY_005,School Surabaya 5,Education,School,Surabaya,Sukolilo,-7.306683,112.782016,0.92,High,H3_SBY_004,Dummy OSM/POI proxy
POI_SBY_006,University Surabaya 6,Education,University,Surabaya,Tegalsari,-7.259076,112.738008,0.44,Medium,H3_SBY_021,Dummy OSM/POI proxy
POI_SBY_007,Market Surabaya 7,Commercial,Market,Surabaya,Gubeng,-7.28746,112.751077,0.92,Low,H3_SBY_014,Dummy OSM/POI proxy
POI_SBY_008,Housing Complex Surabaya 8,Residential,Housing Complex,Surabaya,Tandes,-7.244209,112.686826,0.77,Medium,H3_SBY_027,Dummy OSM/POI proxy
POI_SBY_009,Office Center Surabaya 9,Commercial,Office Center,Surabaya,Rungkut,-7.317426,112.786741,0.93,Medium,H3_SBY_016,Dummy OSM/POI proxy
POI_SBY_010,Gas Station Surabaya 10,Fuel & Mobility,Gas Station,Surabaya,Sukolilo,-7.308141,112.782644,0.85,Low,H3_SBY_006,Dummy OSM/POI proxy
POI_SBY_011,Office Center Surabaya 11,Commercial,Office Center,Surabaya,Rungkut,-7.321915,112.781844,0.45,High,H3_SBY_005,Dummy OSM/POI proxy
POI_SBY_012,Hospital Surabaya 12,Health,Hospital,Surabaya,Tandes,-7.26291,112.696133,0.78,Low,H3_SBY_010,Dummy OSM/POI proxy
POI_SBY_013,Hospital Surabaya 13,Health,Hospital,Surabaya,Sukolilo,-7.284436,112.780761,0.64,Medium,H3_SBY_006,Dummy OSM/POI proxy
POI_SBY_014,Pharmacy Surabaya 14,Health,Pharmacy,Surabaya,Sukolilo,-7.287159,112.782201,0.57,Medium,H3_SBY_006,Dummy OSM/POI proxy
POI_SBY_015,Mall Surabaya 15,Commercial,Mall,Surabaya,Sukolilo,-7.284795,112.791131,0.37,Medium,H3_SBY_015,Dummy OSM/POI proxy
POI_SBY_016,University Surabaya 16,Education,University,Surabaya,Sukolilo,-7.270397,112.786332,0.98,High,H3_SBY_025,Dummy OSM/POI proxy
POI_SBY_017,Shop House Surabaya 17,Commercial,Shop House,Surabaya,Rungkut,-7.320072,112.780395,0.96,High,H3_SBY_017,Dummy OSM/POI proxy
POI_SBY_018,Training Center Surabaya 18,Education,Training Center,Surabaya,Sukolilo,-7.26597,112.785923,0.57,Low,H3_SBY_022,Dummy OSM/POI proxy
POI_SBY_019,Market Surabaya 19,Commercial,Market,Surabaya,Tegalsari,-7.27394,112.746844,0.55,Medium,H3_SBY_024,Dummy OSM/POI proxy
POI_SBY_020,Parking Area Surabaya 20,Fuel & Mobility,Parking Area,Surabaya,Gubeng,-7.271709,112.773791,0.75,Low,H3_SBY_020,Dummy OSM/POI proxy
POI_SBY_021,Shop House Surabaya 21,Commercial,Shop House,Surabaya,Sukolilo,-7.278982,112.808144,0.9,High,H3_SBY_019,Dummy OSM/POI proxy
POI_SBY_022,Housing Complex Surabaya 22,Residential,Housing Complex,Surabaya,Sukolilo,-7.262353,112.804294,0.74,Low,H3_SBY_022,Dummy OSM/POI proxy
POI_SBY_023,Bus Stop Surabaya 23,Transportation,Bus Stop,Surabaya,Tandes,-7.23836,112.703738,0.59,Medium,H3_SBY_030,Dummy OSM/POI proxy
POI_SBY_024,Clinic Surabaya 24,Health,Clinic,Surabaya,Gubeng,-7.265162,112.764581,0.71,Low,H3_SBY_001,Dummy OSM/POI proxy
POI_SBY_025,Housing Complex Surabaya 25,Residential,Housing Complex,Surabaya,Tegalsari,-7.277162,112.736338,0.87,Medium,H3_SBY_024,Dummy OSM/POI proxy
POI_SBY_026,Apartment Surabaya 26,Residential,Apartment,Surabaya,Tegalsari,-7.274656,112.734053,0.44,Medium,H3_SBY_024,Dummy OSM/POI proxy
POI_SBY_027,Housing Complex Surabaya 27,Residential,Housing Complex,Surabaya,Rungkut,-7.295995,112.790862,0.84,Low,H3_SBY_016,Dummy OSM/POI proxy
POI_SBY_028,Shop House Surabaya 28,Commercial,Shop House,Surabaya,Gubeng,-7.269403,112.762405,0.81,Low,H3_SBY_001,Dummy OSM/POI proxy
POI_SBY_029,Clinic Surabaya 29,Health,Clinic,Surabaya,Rungkut,-7.321361,112.769683,0.88,Medium,H3_SBY_007,Dummy OSM/POI proxy
POI_SBY_030,Office Center Surabaya 30,Commercial,Office Center,Surabaya,Tandes,-7.245772,112.681493,0.37,Low,H3_SBY_027,Dummy OSM/POI proxy
POI_SBY_031,Pharmacy Surabaya 31,Health,Pharmacy,Surabaya,Rungkut,-7.326506,112.778249,0.77,Medium,H3_SBY_005,Dummy OSM/POI proxy
POI_SBY_032,Training Center Surabaya 32,Education,Training Center,Surabaya,Gubeng,-7.287787,112.747849,0.85,Medium,H3_SBY_014,Dummy OSM/POI proxy
POI_SBY_033,Shop House Surabaya 33,Commercial,Shop House,Surabaya,Kenjeran,-7.246537,112.80245,0.91,High,H3_SBY_003,Dummy OSM/POI proxy
POI_SBY_034,Market Surabaya 34,Commercial,Market,Surabaya,Sukolilo,-7.270963,112.806335,0.36,Medium,H3_SBY_022,Dummy OSM/POI proxy
POI_SBY_035,Mall Surabaya 35,Commercial,Mall,Surabaya,Sukolilo,-7.297495,112.792221,0.44,Low,H3_SBY_006,Dummy OSM/POI proxy
POI_SBY_036,Clinic Surabaya 36,Health,Clinic,Surabaya,Wonokromo,-7.303433,112.722847,0.38,Medium,H3_SBY_002,Dummy OSM/POI proxy
POI_SBY_037,Station Surabaya 37,Transportation,Station,Surabaya,Rungkut,-7.325368,112.778695,0.47,Low,H3_SBY_017,Dummy OSM/POI proxy
POI_SBY_038,Public Service Office Surabaya 38,Public Service,Public Service Office,Surabaya,Gubeng,-7.260561,112.761554,0.8,Medium,H3_SBY_020,Dummy OSM/POI proxy
